AdvisoryNumber,Date,Lat,Long,Wind,Pres,Movement,stormtypeName,Name,Received,Forecaster
22,"1915-09-05 18:00:00",38.4,-84.6,30,0,"0 at 17mph","Tropical Depression",Unnamed,"1915-09-05 18:00:00",Unknown
23,"1915-09-06 00:00:00",39.8,-84.6,25,0,"0 at 14mph","Tropical Depression",Unnamed,"1915-09-06 00:00:00",Unknown
24,"1915-09-06 06:00:00",41.1,-84.7,25,0,"355 at 14mph","Tropical Depression",Unnamed,"1915-09-06 06:00:00",Unknown
25,"1915-09-06 12:00:00",42.4,-84.9,15,0,"355 at 14mph","Tropical Depression",Unnamed,"1915-09-06 12:00:00",Unknown
1,"1916-08-12 06:00:00",14,-55,70,0,"0 at 0mph","Tropical Storm",Unnamed,"1916-08-12 06:00:00",Unknown
2,"1916-08-12 12:00:00",14,-56.4,70,0,"270 at 14mph","Tropical Storm",Unnamed,"1916-08-12 12:00:00",Unknown
3,"1916-08-12 18:00:00",14,-57.9,80,0,"270 at 16mph",Hurricane,Unnamed,"1916-08-12 18:00:00",Unknown
4,"1916-08-13 00:00:00",14.1,-59.4,85,0,"275 at 16mph",Hurricane,Unnamed,"1916-08-13 00:00:00",Unknown
5,"1916-08-13 06:00:00",14.2,-61,85,0,"275 at 17mph",Hurricane,Unnamed,"1916-08-13 06:00:00",Unknown
6,"1916-08-13 12:00:00",14.3,-62.5,90,0,"275 at 16mph",Hurricane,Unnamed,"1916-08-13 12:00:00",Unknown
7,"1916-08-13 18:00:00",14.3,-64.1,90,0,"270 at 17mph",Hurricane,Unnamed,"1916-08-13 18:00:00",Unknown
8,"1916-08-14 00:00:00",14.5,-65.7,100,0,"275 at 17mph",Hurricane,Unnamed,"1916-08-14 00:00:00",Unknown
9,"1916-08-14 06:00:00",14.7,-67.4,100,0,"275 at 18mph",Hurricane,Unnamed,"1916-08-14 06:00:00",Unknown
10,"1916-08-14 12:00:00",15,-69,100,0,"280 at 17mph",Hurricane,Unnamed,"1916-08-14 12:00:00",Unknown
11,"1916-08-14 18:00:00",15.3,-70.4,100,0,"285 at 14mph",Hurricane,Unnamed,"1916-08-14 18:00:00",Unknown
12,"1916-08-15 00:00:00",15.6,-71.5,100,0,"285 at 12mph",Hurricane,Unnamed,"1916-08-15 00:00:00",Unknown
13,"1916-08-15 06:00:00",16.1,-72.8,100,0,"290 at 14mph",Hurricane,Unnamed,"1916-08-15 06:00:00",Unknown
14,"1916-08-15 12:00:00",16.5,-74,105,0,"290 at 13mph",Hurricane,Unnamed,"1916-08-15 12:00:00",Unknown
15,"1916-08-15 18:00:00",17.3,-75.6,105,0,"300 at 19mph",Hurricane,Unnamed,"1916-08-15 18:00:00",Unknown
16,"1916-08-16 00:00:00",18,-77.1,110,0,"295 at 17mph",Hurricane,Unnamed,"1916-08-16 00:00:00",Unknown
17,"1916-08-16 06:00:00",18.7,-79,110,0,"290 at 21mph",Hurricane,Unnamed,"1916-08-16 06:00:00",Unknown
18,"1916-08-16 12:00:00",19.4,-80.7,110,0,"295 at 19mph",Hurricane,Unnamed,"1916-08-16 12:00:00",Unknown
19,"1916-08-16 18:00:00",19.9,-82.3,115,0,"290 at 17mph",Hurricane,Unnamed,"1916-08-16 18:00:00",Unknown
20,"1916-08-17 00:00:00",20.4,-83.8,115,0,"290 at 16mph",Hurricane,Unnamed,"1916-08-17 00:00:00",Unknown
21,"1916-08-17 06:00:00",20.9,-85.4,120,0,"290 at 17mph",Hurricane,Unnamed,"1916-08-17 06:00:00",Unknown
22,"1916-08-17 12:00:00",21.8,-87.1,120,0,"300 at 20mph",Hurricane,Unnamed,"1916-08-17 12:00:00",Unknown
23,"1916-08-17 18:00:00",22.5,-88.7,120,0,"295 at 18mph",Hurricane,Unnamed,"1916-08-17 18:00:00",Unknown
24,"1916-08-18 00:00:00",23.1,-90.2,125,0,"295 at 17mph",Hurricane,Unnamed,"1916-08-18 00:00:00",Unknown
25,"1916-08-18 06:00:00",24,-92,125,0,"300 at 20mph",Hurricane,Unnamed,"1916-08-18 06:00:00",Unknown
26,"1916-08-18 12:00:00",25.3,-94.7,125,948,"300 at 31mph",Hurricane,Unnamed,"1916-08-18 12:00:00",Unknown
27,"1916-08-18 18:00:00",26.2,-96.4,115,0,"300 at 19mph",Hurricane,Unnamed,"1916-08-18 18:00:00",Unknown
28,"1916-08-19 00:00:00",27.1,-98,75,0,"300 at 18mph",Hurricane,Unnamed,"1916-08-19 00:00:00",Unknown
29,"1916-08-19 06:00:00",27.9,-99.6,60,0,"300 at 18mph","Tropical Storm",Unnamed,"1916-08-19 06:00:00",Unknown
30,"1916-08-19 12:00:00",29.1,-100.9,40,0,"315 at 18mph","Tropical Storm",Unnamed,"1916-08-19 12:00:00",Unknown
31,"1916-08-19 18:00:00",31.2,-101.4,35,0,"350 at 24mph","Tropical Depression",Unnamed,"1916-08-19 18:00:00",Unknown
1,"1918-09-02 18:00:00",24.6,-55.1,70,0,"0 at 0mph","Tropical Storm",Unnamed,"1918-09-02 18:00:00",Unknown
2,"1918-09-03 00:00:00",25.6,-57,75,0,"300 at 21mph",Hurricane,Unnamed,"1918-09-03 00:00:00",Unknown
3,"1918-09-03 06:00:00",26.2,-58,80,0,"305 at 11mph",Hurricane,Unnamed,"1918-09-03 06:00:00",Unknown
4,"1918-09-03 12:00:00",26.9,-59,80,0,"310 at 12mph",Hurricane,Unnamed,"1918-09-03 12:00:00",Unknown
5,"1918-09-03 18:00:00",27.5,-60.2,85,0,"300 at 13mph",Hurricane,Unnamed,"1918-09-03 18:00:00",Unknown
6,"1918-09-04 00:00:00",28.2,-61.4,85,0,"305 at 13mph",Hurricane,Unnamed,"1918-09-04 00:00:00",Unknown
7,"1918-09-04 06:00:00",29,-62.6,90,0,"305 at 14mph",Hurricane,Unnamed,"1918-09-04 06:00:00",Unknown
8,"1918-09-04 12:00:00",29.8,-63.8,90,0,"305 at 14mph",Hurricane,Unnamed,"1918-09-04 12:00:00",Unknown
9,"1918-09-04 18:00:00",30.8,-64.8,100,0,"320 at 14mph",Hurricane,Unnamed,"1918-09-04 18:00:00",Unknown
10,"1918-09-05 00:00:00",31.8,-65.6,100,0,"325 at 13mph",Hurricane,Unnamed,"1918-09-05 00:00:00",Unknown
11,"1918-09-05 06:00:00",32.8,-66.2,100,0,"335 at 12mph",Hurricane,Unnamed,"1918-09-05 06:00:00",Unknown
12,"1918-09-05 12:00:00",33.8,-66.8,100,0,"335 at 12mph",Hurricane,Unnamed,"1918-09-05 12:00:00",Unknown
13,"1918-09-05 18:00:00",35.3,-67.2,90,0,"350 at 17mph",Hurricane,Unnamed,"1918-09-05 18:00:00",Unknown
14,"1918-09-06 00:00:00",36.3,-67.4,85,0,"350 at 11mph",Hurricane,Unnamed,"1918-09-06 00:00:00",Unknown
15,"1918-09-06 06:00:00",38,-67.6,75,0,"355 at 19mph",Hurricane,Unnamed,"1918-09-06 06:00:00",Unknown
16,"1918-09-06 12:00:00",39.7,-67.5,75,0,"5 at 19mph",Hurricane,Unnamed,"1918-09-06 12:00:00",Unknown
17,"1918-09-06 18:00:00",42,-66.8,65,0,"15 at 26mph","Tropical Storm",Unnamed,"1918-09-06 18:00:00",Unknown
18,"1918-09-07 00:00:00",43.8,-65.5,60,0,"30 at 23mph","Extratropical Storm",Unnamed,"1918-09-07 00:00:00",Unknown
19,"1918-09-07 06:00:00",45.1,-64.1,50,0,"40 at 18mph","Extratropical Storm",Unnamed,"1918-09-07 06:00:00",Unknown
20,"1918-09-07 12:00:00",46.8,-62.4,45,0,"35 at 23mph","Extratropical Storm",Unnamed,"1918-09-07 12:00:00",Unknown
21,"1918-09-07 18:00:00",48,-60,45,0,"55 at 23mph","Extratropical Storm",Unnamed,"1918-09-07 18:00:00",Unknown
1,"1920-09-25 06:00:00",25,-83.3,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1920-09-25 06:00:00",Unknown
2,"1920-09-25 12:00:00",24.8,-83.7,40,0,"240 at 4mph","Tropical Storm",Unnamed,"1920-09-25 12:00:00",Unknown
3,"1920-09-25 18:00:00",24.7,-84,40,0,"250 at 2mph","Tropical Storm",Unnamed,"1920-09-25 18:00:00",Unknown
4,"1920-09-26 00:00:00",24.5,-84.2,40,0,"220 at 2mph","Tropical Storm",Unnamed,"1920-09-26 00:00:00",Unknown
5,"1920-09-26 06:00:00",24.3,-84.6,40,0,"240 at 4mph","Tropical Storm",Unnamed,"1920-09-26 06:00:00",Unknown
6,"1920-09-26 12:00:00",24.2,-84.9,40,0,"250 at 2mph","Tropical Storm",Unnamed,"1920-09-26 12:00:00",Unknown
7,"1920-09-26 18:00:00",24.1,-85.6,40,0,"260 at 6mph","Tropical Storm",Unnamed,"1920-09-26 18:00:00",Unknown
8,"1920-09-27 00:00:00",24.1,-86.3,40,0,"270 at 6mph","Tropical Storm",Unnamed,"1920-09-27 00:00:00",Unknown
9,"1920-09-27 06:00:00",24.1,-86.9,45,0,"270 at 5mph","Tropical Storm",Unnamed,"1920-09-27 06:00:00",Unknown
10,"1920-09-27 12:00:00",24.2,-87.6,45,0,"280 at 6mph","Tropical Storm",Unnamed,"1920-09-27 12:00:00",Unknown
11,"1920-09-27 18:00:00",24.3,-87.9,50,0,"290 at 2mph","Tropical Storm",Unnamed,"1920-09-27 18:00:00",Unknown
12,"1920-09-28 00:00:00",24.4,-88.2,60,0,"290 at 2mph","Tropical Storm",Unnamed,"1920-09-28 00:00:00",Unknown
13,"1920-09-28 06:00:00",24.6,-88.5,60,0,"305 at 3mph","Tropical Storm",Unnamed,"1920-09-28 06:00:00",Unknown
14,"1920-09-28 12:00:00",24.8,-88.7,65,0,"320 at 2mph","Tropical Storm",Unnamed,"1920-09-28 12:00:00",Unknown
15,"1920-09-28 18:00:00",25,-88.9,70,0,"320 at 2mph","Tropical Storm",Unnamed,"1920-09-28 18:00:00",Unknown
16,"1920-09-29 00:00:00",25.3,-89,75,0,"345 at 3mph",Hurricane,Unnamed,"1920-09-29 00:00:00",Unknown
17,"1920-09-29 06:00:00",25.7,-89,80,0,"0 at 4mph",Hurricane,Unnamed,"1920-09-29 06:00:00",Unknown
18,"1920-09-29 12:00:00",26.1,-88.9,80,0,"15 at 4mph",Hurricane,Unnamed,"1920-09-29 12:00:00",Unknown
19,"1920-09-29 18:00:00",26.7,-88.3,80,0,"40 at 9mph",Hurricane,Unnamed,"1920-09-29 18:00:00",Unknown
20,"1920-09-30 00:00:00",27.7,-86.5,75,0,"60 at 20mph",Hurricane,Unnamed,"1920-09-30 00:00:00",Unknown
21,"1920-09-30 06:00:00",28.9,-84,65,0,"60 at 28mph","Tropical Storm",Unnamed,"1920-09-30 06:00:00",Unknown
22,"1920-09-30 12:00:00",30.3,-81,40,0,"60 at 33mph","Tropical Storm",Unnamed,"1920-09-30 12:00:00",Unknown
23,"1920-09-30 18:00:00",31.1,-78,25,0,"75 at 31mph","Tropical Depression",Unnamed,"1920-09-30 18:00:00",Unknown
1,"1921-09-10 00:00:00",23.2,-64,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1921-09-10 00:00:00",Unknown
2,"1921-09-10 06:00:00",25.4,-64.7,40,0,"345 at 25mph","Tropical Storm",Unnamed,"1921-09-10 06:00:00",Unknown
3,"1921-09-10 12:00:00",25.9,-64.7,40,0,"0 at 5mph","Tropical Storm",Unnamed,"1921-09-10 12:00:00",Unknown
4,"1921-09-10 18:00:00",26.4,-64.8,40,0,"350 at 5mph","Tropical Storm",Unnamed,"1921-09-10 18:00:00",Unknown
5,"1921-09-11 00:00:00",27,-64.8,40,0,"0 at 6mph","Tropical Storm",Unnamed,"1921-09-11 00:00:00",Unknown
6,"1921-09-11 06:00:00",27.6,-64.7,40,0,"10 at 6mph","Tropical Storm",Unnamed,"1921-09-11 06:00:00",Unknown
7,"1921-09-11 12:00:00",28.2,-64.7,40,0,"0 at 6mph","Tropical Storm",Unnamed,"1921-09-11 12:00:00",Unknown
8,"1921-09-11 18:00:00",28.8,-64.5,40,0,"15 at 6mph","Tropical Storm",Unnamed,"1921-09-11 18:00:00",Unknown
9,"1921-09-12 00:00:00",29.3,-64.3,40,0,"20 at 5mph","Tropical Storm",Unnamed,"1921-09-12 00:00:00",Unknown
10,"1921-09-12 06:00:00",29.8,-64,45,0,"30 at 5mph","Tropical Storm",Unnamed,"1921-09-12 06:00:00",Unknown
11,"1921-09-12 12:00:00",30.4,-63.8,60,0,"15 at 6mph","Tropical Storm",Unnamed,"1921-09-12 12:00:00",Unknown
12,"1921-09-12 18:00:00",31.9,-62.6,65,0,"35 at 20mph","Tropical Storm",Unnamed,"1921-09-12 18:00:00",Unknown
13,"1921-09-13 00:00:00",33.4,-61.5,70,0,"30 at 19mph","Tropical Storm",Unnamed,"1921-09-13 00:00:00",Unknown
14,"1921-09-13 06:00:00",34.8,-60.2,70,0,"40 at 19mph","Tropical Storm",Unnamed,"1921-09-13 06:00:00",Unknown
15,"1921-09-13 12:00:00",36,-59,50,0,"40 at 17mph","Tropical Storm",Unnamed,"1921-09-13 12:00:00",Unknown
16,"1921-09-13 18:00:00",37.4,-57.5,35,0,"40 at 20mph","Tropical Depression",Unnamed,"1921-09-13 18:00:00",Unknown
1,"1922-10-14 00:00:00",16.4,-80.4,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1922-10-14 00:00:00",Unknown
2,"1922-10-14 06:00:00",16.7,-80.7,40,0,"315 at 4mph","Tropical Storm",Unnamed,"1922-10-14 06:00:00",Unknown
3,"1922-10-14 12:00:00",17,-81,40,0,"315 at 4mph","Tropical Storm",Unnamed,"1922-10-14 12:00:00",Unknown
4,"1922-10-14 18:00:00",17.2,-81.1,40,0,"335 at 2mph","Tropical Storm",Unnamed,"1922-10-14 18:00:00",Unknown
5,"1922-10-15 00:00:00",17.4,-81.3,40,0,"315 at 2mph","Tropical Storm",Unnamed,"1922-10-15 00:00:00",Unknown
6,"1922-10-15 06:00:00",17.6,-81.5,40,0,"315 at 2mph","Tropical Storm",Unnamed,"1922-10-15 06:00:00",Unknown
7,"1922-10-15 12:00:00",17.9,-81.7,40,0,"330 at 3mph","Tropical Storm",Unnamed,"1922-10-15 12:00:00",Unknown
8,"1922-10-15 18:00:00",18.2,-82,45,0,"315 at 4mph","Tropical Storm",Unnamed,"1922-10-15 18:00:00",Unknown
9,"1922-10-16 00:00:00",18.5,-82.3,45,0,"315 at 4mph","Tropical Storm",Unnamed,"1922-10-16 00:00:00",Unknown
10,"1922-10-16 06:00:00",18.8,-82.6,50,0,"315 at 4mph","Tropical Storm",Unnamed,"1922-10-16 06:00:00",Unknown
11,"1922-10-16 12:00:00",19.1,-83,60,0,"310 at 4mph","Tropical Storm",Unnamed,"1922-10-16 12:00:00",Unknown
12,"1922-10-16 18:00:00",19.4,-83.4,60,0,"310 at 4mph","Tropical Storm",Unnamed,"1922-10-16 18:00:00",Unknown
13,"1922-10-17 00:00:00",19.8,-83.9,70,0,"310 at 6mph","Tropical Storm",Unnamed,"1922-10-17 00:00:00",Unknown
14,"1922-10-17 06:00:00",20.1,-84.3,75,0,"310 at 4mph",Hurricane,Unnamed,"1922-10-17 06:00:00",Unknown
15,"1922-10-17 12:00:00",20.4,-84.8,85,0,"305 at 5mph",Hurricane,Unnamed,"1922-10-17 12:00:00",Unknown
16,"1922-10-17 18:00:00",20.7,-85.3,100,0,"305 at 5mph",Hurricane,Unnamed,"1922-10-17 18:00:00",Unknown
17,"1922-10-18 00:00:00",20.9,-85.7,100,0,"300 at 4mph",Hurricane,Unnamed,"1922-10-18 00:00:00",Unknown
18,"1922-10-18 06:00:00",21,-86.2,90,0,"280 at 4mph",Hurricane,Unnamed,"1922-10-18 06:00:00",Unknown
19,"1922-10-18 12:00:00",21,-86.7,80,0,"270 at 4mph",Hurricane,Unnamed,"1922-10-18 12:00:00",Unknown
20,"1922-10-18 18:00:00",21,-87.2,80,0,"270 at 4mph",Hurricane,Unnamed,"1922-10-18 18:00:00",Unknown
21,"1922-10-19 00:00:00",21.1,-87.8,80,0,"280 at 5mph",Hurricane,Unnamed,"1922-10-19 00:00:00",Unknown
22,"1922-10-19 06:00:00",20.9,-88.5,80,0,"255 at 6mph",Hurricane,Unnamed,"1922-10-19 06:00:00",Unknown
23,"1922-10-19 12:00:00",20.8,-89,80,0,"260 at 4mph",Hurricane,Unnamed,"1922-10-19 12:00:00",Unknown
24,"1922-10-19 18:00:00",20.7,-89.5,80,0,"260 at 4mph",Hurricane,Unnamed,"1922-10-19 18:00:00",Unknown
25,"1922-10-20 00:00:00",20.6,-89.9,85,0,"255 at 3mph",Hurricane,Unnamed,"1922-10-20 00:00:00",Unknown
26,"1922-10-20 06:00:00",20.4,-90.3,90,0,"240 at 4mph",Hurricane,Unnamed,"1922-10-20 06:00:00",Unknown
27,"1922-10-20 12:00:00",20.2,-90.7,90,0,"240 at 4mph",Hurricane,Unnamed,"1922-10-20 12:00:00",Unknown
28,"1922-10-20 18:00:00",20,-91.1,90,0,"240 at 4mph",Hurricane,Unnamed,"1922-10-20 18:00:00",Unknown
29,"1922-10-21 00:00:00",19.8,-91.4,90,0,"235 at 3mph",Hurricane,Unnamed,"1922-10-21 00:00:00",Unknown
30,"1922-10-21 06:00:00",19.6,-91.8,80,0,"240 at 4mph",Hurricane,Unnamed,"1922-10-21 06:00:00",Unknown
31,"1922-10-21 12:00:00",19.4,-92.1,75,0,"235 at 3mph",Hurricane,Unnamed,"1922-10-21 12:00:00",Unknown
32,"1922-10-21 18:00:00",19.1,-92.4,40,0,"225 at 4mph","Tropical Storm",Unnamed,"1922-10-21 18:00:00",Unknown
33,"1922-10-22 00:00:00",18.7,-92.7,40,0,"215 at 4mph","Tropical Storm",Unnamed,"1922-10-22 00:00:00",Unknown
34,"1922-10-22 06:00:00",18.3,-93.7,40,0,"245 at 11mph","Tropical Storm",Unnamed,"1922-10-22 06:00:00",Unknown
1,"1923-10-14 12:00:00",10.4,-80.3,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1923-10-14 12:00:00",Unknown
2,"1923-10-14 18:00:00",10.8,-80.2,40,0,"15 at 4mph","Tropical Storm",Unnamed,"1923-10-14 18:00:00",Unknown
3,"1923-10-15 00:00:00",11.2,-80.2,40,0,"0 at 3mph","Tropical Storm",Unnamed,"1923-10-15 00:00:00",Unknown
4,"1923-10-15 06:00:00",11.7,-80.1,40,0,"10 at 5mph","Tropical Storm",Unnamed,"1923-10-15 06:00:00",Unknown
5,"1923-10-15 12:00:00",12.3,-80.1,40,0,"0 at 6mph","Tropical Storm",Unnamed,"1923-10-15 12:00:00",Unknown
6,"1923-10-15 18:00:00",13,-80.1,40,0,"0 at 6mph","Tropical Storm",Unnamed,"1923-10-15 18:00:00",Unknown
7,"1923-10-16 00:00:00",13.8,-80.2,40,0,"355 at 9mph","Tropical Storm",Unnamed,"1923-10-16 00:00:00",Unknown
8,"1923-10-16 06:00:00",14.6,-80.3,40,0,"355 at 9mph","Tropical Storm",Unnamed,"1923-10-16 06:00:00",Unknown
9,"1923-10-16 12:00:00",15.2,-80.4,40,0,"350 at 6mph","Tropical Storm",Unnamed,"1923-10-16 12:00:00",Unknown
10,"1923-10-16 18:00:00",15.6,-80.5,40,0,"345 at 4mph","Tropical Storm",Unnamed,"1923-10-16 18:00:00",Unknown
11,"1923-10-17 00:00:00",16,-80.5,40,0,"0 at 3mph","Tropical Storm",Unnamed,"1923-10-17 00:00:00",Unknown
12,"1923-10-17 06:00:00",16.3,-80.6,40,0,"340 at 3mph","Tropical Storm",Unnamed,"1923-10-17 06:00:00",Unknown
13,"1923-10-17 12:00:00",16.7,-80.7,40,0,"345 at 4mph","Tropical Storm",Unnamed,"1923-10-17 12:00:00",Unknown
14,"1923-10-17 18:00:00",17.1,-80.7,40,0,"0 at 3mph","Tropical Storm",Unnamed,"1923-10-17 18:00:00",Unknown
15,"1923-10-18 00:00:00",17.4,-80.8,40,0,"340 at 3mph","Tropical Storm",Unnamed,"1923-10-18 00:00:00",Unknown
16,"1923-10-18 06:00:00",17.7,-80.9,40,0,"340 at 3mph","Tropical Storm",Unnamed,"1923-10-18 06:00:00",Unknown
17,"1923-10-18 12:00:00",18.1,-80.8,40,0,"15 at 4mph","Tropical Storm",Unnamed,"1923-10-18 12:00:00",Unknown
18,"1923-10-18 18:00:00",18.5,-80.7,40,0,"15 at 4mph","Tropical Storm",Unnamed,"1923-10-18 18:00:00",Unknown
19,"1923-10-19 00:00:00",19.1,-80.5,45,0,"20 at 6mph","Tropical Storm",Unnamed,"1923-10-19 00:00:00",Unknown
20,"1923-10-19 06:00:00",19.7,-80.1,45,0,"30 at 8mph","Tropical Storm",Unnamed,"1923-10-19 06:00:00",Unknown
21,"1923-10-19 12:00:00",20.4,-79.6,45,0,"35 at 9mph","Tropical Storm",Unnamed,"1923-10-19 12:00:00",Unknown
22,"1923-10-19 18:00:00",21.1,-79,45,0,"40 at 9mph","Tropical Storm",Unnamed,"1923-10-19 18:00:00",Unknown
23,"1923-10-20 00:00:00",22,-78.3,40,0,"35 at 12mph","Tropical Storm",Unnamed,"1923-10-20 00:00:00",Unknown
24,"1923-10-20 06:00:00",22.9,-77.5,40,0,"40 at 12mph","Tropical Storm",Unnamed,"1923-10-20 06:00:00",Unknown
25,"1923-10-20 12:00:00",23.9,-77,40,0,"25 at 12mph","Extratropical Storm",Unnamed,"1923-10-20 12:00:00",Unknown
26,"1923-10-20 18:00:00",25.2,-76.7,45,0,"10 at 14mph","Extratropical Storm",Unnamed,"1923-10-20 18:00:00",Unknown
27,"1923-10-21 00:00:00",26.7,-76.6,45,0,"5 at 17mph","Extratropical Storm",Unnamed,"1923-10-21 00:00:00",Unknown
28,"1923-10-21 06:00:00",28.1,-76.4,45,0,"5 at 16mph","Extratropical Storm",Unnamed,"1923-10-21 06:00:00",Unknown
29,"1923-10-21 12:00:00",29.2,-76.2,50,0,"10 at 12mph","Extratropical Storm",Unnamed,"1923-10-21 12:00:00",Unknown
30,"1923-10-21 18:00:00",29.9,-75.8,60,0,"25 at 8mph","Extratropical Storm",Unnamed,"1923-10-21 18:00:00",Unknown
31,"1923-10-22 00:00:00",30.6,-75.3,65,0,"30 at 9mph","Extratropical Storm",Unnamed,"1923-10-22 00:00:00",Unknown
32,"1923-10-22 06:00:00",31.3,-74.8,70,0,"30 at 9mph","Extratropical Storm",Unnamed,"1923-10-22 06:00:00",Unknown
33,"1923-10-22 12:00:00",32,-74.4,70,0,"25 at 8mph","Extratropical Storm",Unnamed,"1923-10-22 12:00:00",Unknown
34,"1923-10-22 18:00:00",32.6,-74.2,70,0,"15 at 6mph","Extratropical Storm",Unnamed,"1923-10-22 18:00:00",Unknown
35,"1923-10-23 00:00:00",33.3,-74.2,70,0,"0 at 8mph","Extratropical Storm",Unnamed,"1923-10-23 00:00:00",Unknown
36,"1923-10-23 06:00:00",33.9,-74.3,70,0,"350 at 6mph","Extratropical Storm",Unnamed,"1923-10-23 06:00:00",Unknown
37,"1923-10-23 12:00:00",34.6,-74.6,70,0,"340 at 8mph","Extratropical Storm",Unnamed,"1923-10-23 12:00:00",Unknown
38,"1923-10-23 18:00:00",35.7,-75.1,65,0,"340 at 12mph","Extratropical Storm",Unnamed,"1923-10-23 18:00:00",Unknown
39,"1923-10-24 00:00:00",37.4,-75.6,60,0,"345 at 19mph","Extratropical Storm",Unnamed,"1923-10-24 00:00:00",Unknown
40,"1923-10-24 06:00:00",39.2,-76,50,0,"350 at 20mph","Extratropical Storm",Unnamed,"1923-10-24 06:00:00",Unknown
41,"1923-10-24 12:00:00",40.8,-76.1,45,0,"355 at 18mph","Extratropical Storm",Unnamed,"1923-10-24 12:00:00",Unknown
42,"1923-10-24 18:00:00",42.2,-76.5,40,0,"350 at 16mph","Extratropical Storm",Unnamed,"1923-10-24 18:00:00",Unknown
43,"1923-10-25 00:00:00",43.6,-76.9,40,0,"350 at 16mph","Extratropical Storm",Unnamed,"1923-10-25 00:00:00",Unknown
44,"1923-10-25 06:00:00",44.8,-76.7,35,0,"5 at 13mph","Extratropical Storm",Unnamed,"1923-10-25 06:00:00",Unknown
45,"1923-10-25 12:00:00",46.3,-75.8,35,0,"25 at 18mph","Extratropical Storm",Unnamed,"1923-10-25 12:00:00",Unknown
46,"1923-10-25 18:00:00",47.5,-73.1,30,0,"55 at 25mph","Extratropical Storm",Unnamed,"1923-10-25 18:00:00",Unknown
47,"1923-10-26 00:00:00",48,-69.5,30,0,"80 at 27mph","Extratropical Storm",Unnamed,"1923-10-26 00:00:00",Unknown
48,"1923-10-26 06:00:00",48.2,-65.7,30,0,"85 at 28mph","Extratropical Storm",Unnamed,"1923-10-26 06:00:00",Unknown
49,"1923-10-26 12:00:00",48.5,-62.5,35,0,"80 at 24mph","Extratropical Storm",Unnamed,"1923-10-26 12:00:00",Unknown
50,"1923-10-26 18:00:00",49.3,-59.8,35,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-26 18:00:00",Unknown
51,"1923-10-27 00:00:00",50.1,-57.2,40,0,"65 at 20mph","Extratropical Storm",Unnamed,"1923-10-27 00:00:00",Unknown
52,"1923-10-27 06:00:00",50.9,-54.5,40,0,"65 at 20mph","Extratropical Storm",Unnamed,"1923-10-27 06:00:00",Unknown
53,"1923-10-27 12:00:00",51.7,-51.7,40,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-27 12:00:00",Unknown
54,"1923-10-27 18:00:00",52.5,-48.8,45,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-27 18:00:00",Unknown
55,"1923-10-28 00:00:00",53.4,-45.9,45,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-28 00:00:00",Unknown
56,"1923-10-28 06:00:00",54.2,-43,45,0,"65 at 20mph","Extratropical Storm",Unnamed,"1923-10-28 06:00:00",Unknown
57,"1923-10-28 12:00:00",55,-40,45,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-28 12:00:00",Unknown
58,"1923-10-28 18:00:00",55.7,-37.9,50,0,"60 at 14mph","Extratropical Storm",Unnamed,"1923-10-28 18:00:00",Unknown
59,"1923-10-29 00:00:00",56.4,-36,50,0,"55 at 13mph","Extratropical Storm",Unnamed,"1923-10-29 00:00:00",Unknown
60,"1923-10-29 06:00:00",57,-34.4,50,0,"55 at 11mph","Extratropical Storm",Unnamed,"1923-10-29 06:00:00",Unknown
61,"1923-10-29 12:00:00",57.6,-32.6,50,0,"60 at 12mph","Extratropical Storm",Unnamed,"1923-10-29 12:00:00",Unknown
62,"1923-10-29 18:00:00",58.5,-29.3,45,0,"65 at 21mph","Extratropical Storm",Unnamed,"1923-10-29 18:00:00",Unknown
1,"1924-09-13 00:00:00",24,-83,70,0,"0 at 0mph","Tropical Storm",Unnamed,"1924-09-13 00:00:00",Unknown
2,"1924-09-13 06:00:00",25.4,-85.2,70,0,"305 at 27mph","Tropical Storm",Unnamed,"1924-09-13 06:00:00",Unknown
3,"1924-09-13 12:00:00",26,-86,75,0,"310 at 10mph",Hurricane,Unnamed,"1924-09-13 12:00:00",Unknown
4,"1924-09-13 18:00:00",26.6,-86.6,80,0,"320 at 9mph",Hurricane,Unnamed,"1924-09-13 18:00:00",Unknown
5,"1924-09-14 00:00:00",27.1,-86.9,80,0,"330 at 5mph",Hurricane,Unnamed,"1924-09-14 00:00:00",Unknown
6,"1924-09-14 06:00:00",27.7,-87.2,80,0,"335 at 6mph",Hurricane,Unnamed,"1924-09-14 06:00:00",Unknown
7,"1924-09-14 12:00:00",28.2,-87.4,80,0,"340 at 5mph",Hurricane,Unnamed,"1924-09-14 12:00:00",Unknown
8,"1924-09-14 18:00:00",28.7,-87.4,80,0,"0 at 5mph",Hurricane,Unnamed,"1924-09-14 18:00:00",Unknown
